,Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Duration_Years,Number_of_Open_Accounts,Had_Past_Default,Loan_Approval
942,49.0,133692.0,492.0,27683.0,1,2.0,1,0
943,27.0,171037.0,637.0,31453.0,28,3.0,1,1
944,21.0,41169.0,,42287.0,17,9.0,0,1
945,64.0,182267.0,554.0,38201.0,10,9.0,0,0
946,65.0,185753.0,512.0,5083.0,11,4.0,0,1
947,45.0,159491.0,828.0,30339.0,15,13.0,1,0
948,39.0,174419.0,372.0,18205.0,16,5.0,1,1
949,32.0,188901.0,390.0,16891.0,18,10.0,0,1
950,31.0,81812.0,644.0,30549.0,10,8.0,1,0
951,26.0,121964.0,782.0,32099.0,11,3.0,0,1
952,44.0,185618.0,583.0,42434.0,20,4.0,1,1
953,60.0,112326.0,367.0,36973.0,13,12.0,1,0
954,49.0,167164.0,528.0,27803.0,19,11.0,1,0
955,49.0,113021.0,,34069.0,13,13.0,0,1
956,45.0,108921.0,811.0,20179.0,25,3.0,0,1
957,20.0,87032.0,662.0,41319.0,6,3.0,0,1
958,47.0,127602.0,639.0,39270.0,2,3.0,0,0
959,51.0,177768.0,523.0,46355.0,14,13.0,1,0
960,21.0,81474.0,354.0,13931.0,1,6.0,0,1
961,59.0,155861.0,529.0,19133.0,13,6.0,0,0
962,39.0,102458.0,498.0,38355.0,26,6.0,1,1
963,43.0,175257.0,771.0,19048.0,9,3.0,1,1
964,61.0,106886.0,500.0,17023.0,4,4.0,1,1
965,62.0,167720.0,717.0,41613.0,21,11.0,1,0
966,48.0,102407.0,700.0,35285.0,13,5.0,0,1
967,59.0,189150.0,379.0,25802.0,10,1.0,1,0
968,52.0,199991.0,484.0,11037.0,8,3.0,0,0
969,69.0,51095.0,645.0,11442.0,5,4.0,0,0
970,58.0,42212.0,534.0,8937.0,14,12.0,0,0
971,22.0,109394.0,438.0,30024.0,11,4.0,1,0
972,18.0,110261.0,779.0,49841.0,5,12.0,0,0
973,41.0,122941.0,574.0,18934.0,14,1.0,1,1
974,34.0,100228.0,463.0,29377.0,8,5.0,1,1
975,31.0,121883.0,348.0,23512.0,2,3.0,0,1
976,43.0,175547.0,662.0,11366.0,12,4.0,1,0
977,20.0,149399.0,755.0,16936.0,6,14.0,0,0
978,26.0,146345.0,484.0,12678.0,26,6.0,0,1
979,26.0,74100.0,721.0,30482.0,25,3.0,0,1
980,22.0,173056.0,490.0,21097.0,6,10.0,0,1
981,67.0,81132.0,385.0,31339.0,3,12.0,0,1
982,55.0,122273.0,415.0,9004.0,22,14.0,1,0
983,64.0,155859.0,655.0,5541.0,19,9.0,0,0
984,55.0,115758.0,734.0,32616.0,6,5.0,1,0
985,61.0,92965.0,785.0,21425.0,26,5.0,0,0
986,50.0,147682.0,,48340.0,19,5.0,0,0
987,63.0,109016.0,399.0,25971.0,21,4.0,1,0
988,,114034.0,708.0,18030.0,14,11.0,1,1
989,64.0,,849.0,38946.0,14,4.0,1,1
990,55.0,155383.0,,43196.0,11,11.0,1,1
991,,152438.0,581.0,46421.0,22,7.0,0,1
992,68.0,73874.0,333.0,10498.0,9,5.0,1,1
993,18.0,84115.0,382.0,32224.0,1,2.0,1,0
994,47.0,129590.0,779.0,7373.0,7,1.0,0,0
995,47.0,60644.0,633.0,33262.0,8,6.0,0,1
996,39.0,99886.0,498.0,7645.0,4,2.0,0,0
997,30.0,175669.0,430.0,44504.0,15,11.0,1,0
998,66.0,93884.0,376.0,37031.0,29,1.0,0,0
999,57.0,190764.0,715.0,6125.0,27,1.0,1,0
